J, B, T, O, m, chi, E0, E1, E2, p0, p1, p2 
0.22666666666666666, 3.492063492063492, 0.0, 6.3716969472080215e-06, 0.9999999999412108, 2.8568766352599086e-09, -2.492063492052702, -1.999999999932074, 4.492063492109139, 1.0, 0.0, 0.0
0.22666666666666666, 3.571428571428571, 0.0, 4.566328066098142e-06, 0.9999999999895883, 2.665211051855465e-10, -2.5714285714250433, -1.9999999999847633, 4.571428571439424, 1.0, 0.0, 0.0
0.22666666666666666, 3.6507936507936507, 0.0, -6.357653656789286e-07, 0.9999999999835157, -9.626623498348863e-10, -2.650793650784941, -1.999999999970261, 4.650793650815841, 1.0, 0.0, 0.0
0.22666666666666666, 3.73015873015873, 0.0, -1.1609601152451105e-05, 0.9999999998367848, -1.9544046381270166e-10, -2.7301587300359924, -1.9999999996446383, 4.730158730433976, 1.0, 0.0, 0.0
0.22666666666666666, 3.8095238095238093, 0.0, -5.374715071290503e-06, 0.9999999999524934, 8.810572271755746e-10, -2.80952380947587, -1.999999999877317, 4.809523809621826, 1.0, 0.0, 0.0
0.22666666666666666, 3.888888888888889, 0.0, -5.821609640884281e-06, 0.9999999999766351, 2.3023972728353216e-10, -2.8888888888585247, -1.9999999999294544, 4.888888888946735, 1.0, 0.0, 0.0
0.22666666666666666, 3.968253968253968, 0.0, -3.4214412566698545e-06, 0.9999999999890394, 1.1482854667121957e-10, -2.9682539682361804, -1.9999999999617777, 4.968253968286007, 1.0, 0.0, 0.0
0.22666666666666666, 4.0476190476190474, 0.0, -3.090823410274703e-06, 0.9999999999948619, 5.874670749861366e-11, -3.047619047608878, -1.9999999999795166, 5.047619047636552, 1.0, 0.0, 0.0
0.22666666666666666, 4.1269841269841265, 0.0, -1.796800841214342e-06, 0.9999999999983643, 2.6904678485095703e-11, -3.126984126980257, -1.9999999999926135, 5.1269841269905365, 1.0, 0.0, 0.0
0.22666666666666666, 4.2063492063492065, 0.0, -1.5998051806436485e-06, 0.9999999999991325, 6.70973276939435e-12, -3.2063492063467947, -1.999999999995595, 5.2063492063530905, 1.0, 0.0, 0.0
0.22666666666666666, 4.285714285714286, 0.0, -1.108492952212592e-06, 0.9999999999994293, -1.4907595158319964e-10, -3.2857142857124377, -1.9999999999967657, 5.285714285717172, 1.0, 0.0, 0.0
0.22666666666666666, 4.365079365079365, 0.0, -7.288496941625615e-06, 0.9999999999754696, -9.891207852774642e-11, -3.365079364988112, -1.9999999998458173, 5.365079365218447, 1.0, 0.0, 0.0
0.22666666666666666, 4.444444444444445, 0.0, -7.270665689298037e-06, 0.999999999983729, 9.443705817346882e-11, -3.4444444443755557, -1.9999999998871671, 5.444444444547239, 1.0, 0.0, 0.0
0.22666666666666666, 4.523809523809524, 0.0, -5.559074102284725e-06, 0.9999999999904596, 6.49353570914002e-11, -3.523809523763938, -1.9999999999273694, 5.5238095238762845, 1.0, 0.0, 0.0
0.22666666666666666, 4.603174603174603, 0.0, -5.056956578496932e-06, 0.9999999999940362, 3.4727221098762584e-11, -3.60317460314268, -1.9999999999503768, 5.603174603220586, 1.0, 0.0, 0.0
0.22666666666666666, 4.682539682539682, 0.0, -3.942989053597157e-06, 0.9999999999959719, 1.8523982348028768e-11, -3.6825396825156824, -1.9999999999635183, 5.682539682573733, 1.0, 0.0, 0.0
0.22666666666666666, 4.761904761904762, 0.0, -4.391180954712435e-06, 0.9999999999969765, 1.2448642117135479e-11, -3.7619047618848356, -1.9999999999703066, 5.761904761932649, 1.0, 0.0, 0.0
0.22666666666666666, 4.841269841269841, 0.0, -2.5003332769106676e-06, 0.9999999999979479, 8.902478754180266e-12, -3.8412698412549537, -1.9999999999782203, 5.841269841290426, 1.0, 0.0, 0.0
0.22666666666666666, 4.92063492063492, 0.0, -2.3500887203152685e-06, 0.9999999999983896, 7.172762384044518e-12, -3.9206349206221254, -1.9999999999815918, 5.920634920652408, 1.0, 0.0, 0.0
0.22666666666666666, 5.0, 0.0, -2.6978696674834265e-06, 0.9999999999990864, 8.779377225209829e-12, -3.9999999999920828, -1.9999999999887754, 6.000000000010713, 1.0, 0.0, 0.0
0.3533333333333333, 0.0, 0.0, -3.986333797818336e-06, 0.0, 2.9429777859076066e-12, -1.999999999977049, 0.9999956630214948, 1.0000043370620253, 1.0, 0.0, 0.0
0.3533333333333333, 0.07936507936507936, 0.0, -3.964639710812026e-06, 2.3356966554822275e-13, 2.9756215292464495e-12, -1.999999999975806, 0.9206349205541667, 1.0793650795339251, 1.0, 0.0, 0.0
0.3533333333333333, 0.15873015873015872, 0.0, -4.1721622325913025e-06, 4.723208776581666e-13, 3.1773094940052174e-12, -1.9999999999756692, 0.8412698412516408, 1.1587301588370835, 1.0, 0.0, 0.0
0.3533333333333333, 0.23809523809523808, 0.0, -4.051572175865877e-06, 7.379045058665112e-13, 3.438534304858764e-12, -1.9999999999748845, 0.7619047619078373, 1.238095238183972, 1.0, 0.0, 0.0
0.3533333333333333, 0.31746031746031744, 0.0, -4.063274574903553e-06, 1.0181199736674941e-12, 4.473841325886553e-12, -1.9999999999743356, 0.6825396825541717, 1.31746031753997, 1.0, 0.0, 0.0
0.3533333333333333, 0.3968253968253968, 0.0, -4.395439424464195e-06, 1.4480380496580275e-12, 4.9879790960823565e-12, -1.9999999999712692, 0.6031746031986401, 1.396825396907217, 1.0, 0.0, 0.0
0.3533333333333333, 0.47619047619047616, 0.0, -4.45217295672371e-06, 1.8098626873313602e-12, 6.917481909898654e-12, -1.999999999970675, 0.5238095238395831, 1.4761904762690834, 1.0, 0.0, 0.0
0.3533333333333333, 0.5555555555555556, 0.0, -4.820094113163327e-06, 2.5460510512292423e-12, 9.391815998935098e-12, -1.9999999999654823, 0.4444444444847144, 1.5555555556440654, 1.0, 0.0, 0.0
0.3533333333333333, 0.6349206349206349, 0.0, -5.338289051128131e-06, 3.3006271316067725e-12, 1.50750638262757e-11, -1.9999999999619351, 0.36507936512809835, 1.6349206350150634, 1.0, 0.0, 0.0
